web-scraper-order,web-scraper-start-url,price,rooms,bathrooms,sizem2,zone
"1606145323-4457","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=48","1.250€","2 Hab","2 Baños","86m2","Eixample, Dreta Eixample, Barcelona"
"1606145407-4927","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=17","1.450€","3 Hab","1 Baño","80m2","Eixample, Sagrada Família, Barcelona"
"1606144688-928","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=284","800€","2 Hab","1 Baño","54m2","Eixample, Sant Antoni, Barcelona"
"1606144618-538","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=310","1.050€","3 Hab","1 Baño","80m2","carders, Ciutat Vella, Sant Pere - Santa Caterina i la Ribera, Barcelona"
"1606145262-4116","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=71","1.375€","2 Hab","1 Baño","85m2","Sarrià / Sant Gervasi, Sant Gervasi-Galvany, Barcelona"
"1606144624-569","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=308","1.700€","2 Hab","2 Baños","100m2","Carrer de Pere IV 44, Sant Martí, Parc i Llacuna del Poblenou, Barcelona"
"1606144944-2345","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=189","1.300€","2 Hab","1 Baño","65m2","Sant Martí, El Clot, Barcelona"
"1606145118-3330","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=124","2.200€","3 Hab","3 Baños","160m2","Carrer de Balmes, Eixample, Dreta Eixample, Barcelona"
"1606144779-1428","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=250","950€","2 Hab","1 Baño","42m2","Sarrià / Sant Gervasi, Sant Gervasi-Galvany, Barcelona"
"1606145399-4881","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=20","1.350€","2 Hab","2 Baños","77m2","Camp, Sarrià / Sant Gervasi, Sant Gervasi-Galvany, Barcelona"
"1606144962-2450","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=182","650€","2 Hab","1 Baño","50m2","Carrer de Sant Baltasar, Sants / Monjuïc, Sants-Badal, Barcelona"
"1606144755-1292","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=259","1.100€","3 Hab","2 Baños","94m2","Sants / Monjuïc, La Bordeta, Barcelona"
"1606145205-3802","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=92","1.800€","2 Hab","2 Baños","155m2","Eixample, Sant Antoni, Barcelona"
"1606145332-4501","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=45","1.200€","4 Hab","1 Baño","87m2","Ciutat Vella, Raval, Barcelona"
"1606145195-3748","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=96","1.350€","2 Hab","1 Baño","70m2","Eixample, Antiga Esquerra Eixample, Barcelona"
"1606144714-1075","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=274","1.200€","4 Hab","1 Baño","78m2","Les Corts, La Maternitat i Sant Ramón, Barcelona"
"1606145326-4475","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=47","2.200€","3 Hab","3 Baños","184m2","Eixample, Dreta Eixample, Barcelona"
"1606145421-4998","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=12","900€","1 Hab","1 Baño","40m2","Ciutat Vella, Sant Pere - Santa Caterina i la Ribera, Barcelona"
"1606144965-2471","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=181","1.050€","3 Hab","1 Baño","75m2","Calle Enric Granados, Eixample, Antiga Esquerra Eixample, Barcelona"
"1606145254-4077","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=74","1.250€","2 Hab","1 Baño","100m2","Sant Andreu, Barcelona"
"1606144669-818","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=291","1.300€","3 Hab","2 Baños","147m2","sant crist, Sants / Monjuïc, Sants-Badal, Barcelona"
"1606144653-723","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=297","800€","1 Hab","1 Baño","35m2","Calle Formatgeria, Ciutat Vella, Sant Pere - Santa Caterina i la Ribera, Barcelona"
"1606145283-4231","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=63","1.030€","3 Hab","1 Baño","85m2","Eixample, Fort Pienc, Barcelona"
"1606144833-1738","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=230","2.000€","2 Hab","2 Baños","88m2","Melcior de Palau, Sants / Monjuïc, Sants-Badal, Barcelona"
"1606144594-404","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=319","2.400€","3 Hab","2 Baños","100m2","Sant Martí, Diagonal Mar i Front Marítim del Poblenou, Barcelona"
"1606145089-3156","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=135","1.650€","3 Hab","3 Baños","111m2","Calle diagonal, Eixample, Dreta Eixample, Barcelona"
"1606144752-1289","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=260","550€","1 Hab","1 Baño","23m2","Ciutat Vella, Barceloneta, Barcelona"
"1606145062-3009","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=145","533€","1 Hab","1 Baño","45m2","Sant Martí, Besòs i el Maresme, Barcelona"
"1606144736-1200","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=266","1.100€","2 Hab","1 Baño","60m2","Sarrià / Sant Gervasi, Sant Gervasi-Galvany, Barcelona"
"1606144960-2442","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=183","2.050€","3 Hab","2 Baños","80m2","Calle Pau Claris, Eixample, Dreta Eixample, Barcelona"
"1606144903-2127","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=204","1.202€","3 Hab","1 Baño","93m2","Calle bruc 73, Eixample, Dreta Eixample, Barcelona"
"1606145222-3890","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=86","1.050€","2 Hab","1 Baño","108m2","Ciutat Vella, Gòtic, Barcelona"
"1606144588-361","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=321","950€","1 Hab","1 Baño","45m2","Calle alfonso xii, Sarrià / Sant Gervasi, Sant Gervasi-Galvany, Barcelona"
"1606144733-1185","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=267","1.200€","2 Hab","1 Baño","55m2","Sants / Monjuïc, Font de la Guatlla, Barcelona"
"1606144554-204","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=332","1.050€","3 Hab","2 Baños","100m2","CL França Xica, Sants / Monjuïc, El Poble-sec, Barcelona"
"1606145288-4267","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=61","1.300€","3 Hab","2 Baños","95m2","Eixample, Antiga Esquerra Eixample, Barcelona"
"1606145118-3321","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=124","1.000€","2 Hab","1 Baño","55m2","Sants / Monjuïc, El Poble Sec - Parc de Montjuïc, Barcelona"
"1606144563-248","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=329","1.200€","1 Hab","1 Baño","45m2","Calle pedro i pons 5, Les Corts, Pedralbes, Barcelona"
"1606145323-4458","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=48","1.700€","3 Hab","2 Baños","114m2","Sant Martí, Vila Olímpica del Poblenou, Barcelona"
"1606145307-4367","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=54","795€","2 Hab","4 Baños","65m2","Sant Andreu, Barcelona"
"1606144776-1425","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=251","1.310€","4 Hab","2 Baños","94m2","bailen, Eixample, Dreta Eixample, Barcelona"
"1606144728-1148","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=269","850€","2 Hab","1 Baño","55m2","Gràcia, Vila de Gràcia, Barcelona"
"1606144804-1574","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=241","1.300€","2 Hab","1 Baño","90m2","Castillejos, Eixample, Nova Esquerra Eixample, Barcelona"
"1606144736-1191","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=266","1.016€","1 Hab","1 Baño","55m2","Eixample, Dreta Eixample, Barcelona"
"1606144992-2623","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=171","950€","2 Hab","1 Baño","73m2","C/ Ramon Turrò, Sant Martí, Vila Olímpica del Poblenou, Barcelona"
"1606144695-968","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=281","895€","3 Hab","1 Baño","70m2","Sants / Monjuïc, El Poble-sec, Barcelona"
"1606144688-921","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=284","1.040€","3 Hab","1 Baño","75m2","Avinguda de Madrid 215, Les Corts, Barcelona"
"1606145083-3126","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=137","1.500€","1 Hab","1 Baño","88m2","Calle zamora, Sant Martí, Parc i Llacuna del Poblenou, Barcelona"
"1606144599-427","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=317","890€","3 Hab","1 Baño","78m2","Eixample, Sagrada Família, Barcelona"
"1606144722-1118","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=271","950€","2 Hab","1 Baño","54m2","Calle mare de deu de port, Sants / Monjuïc, La Marina de Port, Barcelona"
"1606144733-1176","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=267","900€","1 Hab","1 Baño","65m2","Josep Tarradellas, Eixample, Antiga Esquerra Eixample, Barcelona"
"1606144739-1205","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=265","990€","3 Hab","2 Baños","74m2","Les Corts, Barcelona"
"1606144722-1113","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=271","750€","1 Hab","1 Baño","55m2","Sarrià / Sant Gervasi, El Putxet i el Farró, Barcelona"
"1606144879-1995","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=213","900€","4 Hab","1 Baño","65m2","pizarro, Ciutat Vella, Barceloneta, Barcelona"
"1606145366-4699","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=32","700€","1 Hab","1 Baño","40m2","Ciutat Vella, Raval, Barcelona"
"1606144648-705","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=299","2.400€","3 Hab","2 Baños","148m2","Plaza Duc de Medinaceli, Ciutat Vella, Gòtic, Barcelona"
"1606144711-1052","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=275","1.450€","4 Hab","2 Baños","110m2","Sants / Monjuïc, El Poble-sec, Barcelona"
"1606144546-158","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=335","2.300€","4 Hab","3 Baños","170m2","Carrer de Teodora Lamadrid, Sarrià / Sant Gervasi, Sant Gervasi- Galvany, Sant Gervasi-Galvany, Barcelona"
"1606145129-3385","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=120","1.650€","2 Hab","2 Baños","89m2","Eixample, Dreta Eixample, Barcelona"
"1606145184-3682","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=100","1.100€","1 Hab","1 Baño","67m2","Sarrià / Sant Gervasi, El Putxet i el Farró, Barcelona"
"1606145115-3315","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=125","3.000€","3 Hab","4 Baños","181m2","Ciutat Vella, Sant Pere, Sta. Caterina i la Ribera, Sant Pere - Santa Caterina i la Ribera, Barcelona"
"1606144909-2151","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=202","1.150€","3 Hab","2 Baños","73m2","Gran Via de les Corts Catalanes, Eixample, Dreta Eixample, Barcelona"
"1606145294-4294","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=59","960€","2 Hab","1 Baño","60m2","Avenida madrid 35, Les Corts, La Maternitat i Sant Ramón, Barcelona"
"1606145366-4705","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=32","890€","1 Hab","1 Baño","56m2","Sant Martí, Sant Martí de Provençals, Barcelona"
"1606145272-4182","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=67","700€","2 Hab","1 Baño","50m2","Sants / Monjuïc, El Poble-sec, Barcelona"
"1606144928-2256","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=195","1.200€","3 Hab","1 Baño","74m2","Calle Pamplona, Sant Martí, Parc i Llacuna del Poblenou, Barcelona"
"1606145243-4018","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=78","1.150€","3 Hab","2 Baños","76m2","Garcilaso, Sant Andreu, La Sagrera, Barcelona"
"1606144669-823","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=291","620€","1 Hab","1 Baño","40m2","assaonadors, Ciutat Vella, Sant Pere - Santa Caterina i la Ribera, Barcelona"
"1606145421-5009","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=12","2.600€","3 Hab","2 Baños","100m2","Eixample, Dreta Eixample, Barcelona"
"1606145014-2738","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=163","2.500€","3 Hab","3 Baños","107m2","Calle Gravina, Ciutat Vella, Raval, Barcelona"
"1606144610-490","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=313","1.175€","2 Hab","2 Baños","90m2","sabateret, Ciutat Vella, Sant Pere - Santa Caterina i la Ribera, Barcelona"
"1606144812-1616","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=238","2.700€","3 Hab","3 Baños","140m2","Sarrià / Sant Gervasi, Sant Gervasi - Galvany, Sant Gervasi-Galvany, Barcelona"
"1606144839-1765","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=228","3.000€","3 Hab","3 Baños","220m2","Eixample, Antiga Esquerra Eixample, Barcelona"
"1606144607-467","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=314","1.200€","4 Hab","2 Baños","85m2","Calle viriato, Sants / Monjuïc, Sants-Badal, Barcelona"
"1606145374-4748","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=29","2.200€","3 Hab","2 Baños","80m2","Carrer del Consell de cent, Eixample, Dreta Eixample, Barcelona"
"1606144792-1513","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=245","1.200€","3 Hab","2 Baños","75m2","Calle villarroel, Eixample, Antiga Esquerra Eixample, Barcelona"
"1606144714-1067","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=274","1.031€","4 Hab","1 Baño","71m2","Gràcia, Vila de Gràcia, Barcelona"
"1606144664-785","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=293","1.200€","2 Hab","1 Baño","60m2","Lope de Vega, Sant Martí, Metro Poblenou, Poblenou, Barcelona"
"1606144618-537","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=310","1.050€","3 Hab","1 Baño","80m2","carders, Ciutat Vella, Sant Pere - Santa Caterina i la Ribera, Barcelona"
"1606144928-2258","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=195","3.900€","3 Hab","2 Baños","113m2","Sant Martí, Diagonal Mar i Front Marítim del Poblenou, Barcelona"
"1606145184-3681","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=100","3.000€","2 Hab","2 Baños","157m2","Eixample, Dreta Eixample, Barcelona"
"1606145148-3489","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=113","1.000€","3 Hab","1 Baño","80m2","Calle sancho de avila, Sant Martí, Parc i Llacuna del Poblenou, Barcelona"
