web-scraper-order,web-scraper-start-url,price,rooms,bathrooms,sizem2,zone
"1606145102-3235","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=130","1.400€","2 Hab","1 Baño","60m2","Sants / Monjuïc, Sants Monjuïc, Barcelona"
"1606145405-4920","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=18","840€","2 Hab","1 Baño","76m2","torrent de l'olla, Gràcia, Vila de Gràcia, Barcelona"
"1606144560-236","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=330","780€","2 Hab","1 Baño","45m2","Carrer de Lafont 4, Sants / Monjuïc, El Poble-sec, Barcelona"
"1606144946-2361","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=188","2.900€","5 Hab","4 Baños","285m2","Sarrià / Sant Gervasi, El Putxet i el Farró, Barcelona"
"1606144725-1129","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=270","950€","2 Hab","1 Baño","70m2","Sants / Monjuïc, Font de la Guatlla, Barcelona"
"1606144525-31","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=343","3.100€","4 Hab","2 Baños","105m2","Eixample, Dreta Eixample, Barcelona"
"1606144984-2578","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=174","1.250€","2 Hab","1 Baño","1250m2","Sarrià / Sant Gervasi, Sant Gervasi-Galvany, Barcelona"
"1606144728-1154","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=269","899€","2 Hab","1 Baño","51m2","Sarrià / Sant Gervasi, El Putxet i el Farró, Barcelona"
"1606145429-5041","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=9","5.000€","5 Hab","3 Baños","250m2","Eixample, Dreta Eixample, Barcelona"
"1606145361-4677","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=34","890€","2 Hab","1 Baño","63m2","Eixample, Sagrada Família, Barcelona"
"1606144549-171","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=334","1.750€","3 Hab","2 Baños","92m2","Sant Martí, Sant Gervasi - La Bonanova, Parc i Llacuna del Poblenou, Barcelona"
"1606145299-4329","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=57","1.100€","2 Hab","2 Baños","100m2","Calle Bertran 43, Sarrià / Sant Gervasi, El Putxet i el Farró, Barcelona"
"1606144664-789","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=293","2.500€","5 Hab","3 Baños","151m2","Eixample, Dreta Eixample, Barcelona"
"1606144536-97","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=339","1.507€","1 Hab","1 Baño","66m2","Sarrià / Sant Gervasi, Sarrià, Barcelona"
"1606144981-2556","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=175","625€","1 Hab","1 Baño","40m2","Sant Andreu, Barcelona"
"1606145366-4698","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=32","890€","2 Hab","1 Baño","70m2","Calle guifre, Ciutat Vella, Raval, Barcelona"
"1606145337-4536","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=43","580€","1 Hab","1 Baño","25m2","Pintor gimeno, Sarrià / Sant Gervasi, Sant Gervasi-Galvany, Barcelona"
"1606145240-3994","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=79","1.750€","2 Hab","2 Baños","120m2","Ciutat Vella, Gòtic, Barcelona"
"1606145415-4978","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=14","1.550€","4 Hab","2 Baños","123m2","Gràcia, Vila de Gràcia, Barcelona"
"1606144755-1293","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=259","3.460€","4 Hab","2 Baños","135m2","Eixample, Dreta Eixample, Barcelona"
"1606145065-3021","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=144","1.000€","3 Hab","1 Baño","74m2","Carrer d'Entença, Eixample, Nova Esquerra Eixample, Barcelona"
"1606144903-2124","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=204","2.600€","4 Hab","4 Baños","205m2","Avinguda Diagonal, Les Corts, Pedralbes, Barcelona"
"1606145394-4849","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=22","8.400€","5 Hab","4 Baños","724m2","Sarrià / Sant Gervasi, Vallvidrera, Tibidabo i les Planes, Barcelona"
"1606144560-226","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=330","750€","2 Hab","1 Baño","70m2","FREDERIC RAHOLA, Horta-Guinardó, Font d'en Fargues, Barcelona"
"1606145051-2955","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=149","1.080€","2 Hab","1 Baño","67m2","Carrer de Sant Pere Més Baix, Ciutat Vella, Sant Pere - Santa Caterina i la Ribera, Barcelona"
"1606144549-170","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=334","2.250€","2 Hab","2 Baños","140m2","Eixample, L´Antiga Esquerra de l´Eixample, Antiga Esquerra Eixample, Barcelona"
"1606145272-4184","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=67","850€","3 Hab","1 Baño","65m2","Horta-Guinardó, Baix Guinardó, Barcelona"
"1606145211-3829","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=90","1.600€","2 Hab","2 Baños","70m2","Sarrià / Sant Gervasi, El Putxet i el Farró, Barcelona"
"1606145065-3027","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=144","825€","1 Hab","1 Baño","50m2","Calle Sant Pere Més Baix, Ciutat Vella, Sant Pere - Santa Caterina i la Ribera, Barcelona"
"1606145203-3784","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=93","1.500€","2 Hab","2 Baños","80m2","Les Corts, Barcelona"
"1606145440-5114","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=5","800€","1 Hab","1 Baño","40m2","Carrer de Joaquín Costa, Ciutat Vella, Raval, Barcelona"
"1606145337-4539","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=43","1.550€","3 Hab","2 Baños","126m2","Sarrià / Sant Gervasi, Sant Gervasi-Galvany, Barcelona"
"1606145391-4835","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=23","3.475€","3 Hab","3 Baños","130m2","Eixample, Antiga Esquerra Eixample, Barcelona"
"1606144621-551","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=309","750€","1 Hab","1 Baño","45m2","Cervello, Ciutat Vella, Raval, Barcelona"
"1606144752-1280","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=260","1.000€","2 Hab","2 Baños","80m2","Eixample, Dreta Eixample, Barcelona"
"1606144640-652","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=302","850€","2 Hab","1 Baño","67m2","Calle Portola, Sarrià / Sant Gervasi, El Putxet i el Farró, Barcelona"
"1606144757-1307","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=258","730€","1 Hab","1 Baño","57m2","Avinguda de Roma 107, Eixample, Nova Esquerra Eixample, Barcelona"
"1606145032-2848","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=156","1.200€","4 Hab","2 Baños","111m2","Eixample, Sagrada Família, Barcelona"
"1606144565-270","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=328","1.050€","1 Hab","1 Baño","52m2","Carrer de la Riereta, Ciutat Vella, Raval, Barcelona"
"1606145105-3242","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=129","750€","2 Hab","1 Baño","55m2","Sants / Monjuïc, La Bordeta, Barcelona"
"1606144820-1663","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=235","890€","1 Hab","1 Baño","45m2","Ciutat Vella, Gòtic, Barcelona"
"1606144640-647","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=302","1.250€","3 Hab","2 Baños","120m2","Calle Calle la Rambla, Ciutat Vella, Raval, Barcelona"
"1606144573-315","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=325","1.150€","2 Hab","1 Baño","80m2","Baixada de Santa Clara, Ciutat Vella, Gòtic, Barcelona"
"1606145407-4931","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=17","1.000€","2 Hab","1 Baño","55m2","Eixample, Sagrada Família, Barcelona"
"1606144768-1370","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=254","640€","3 Hab","1 Baño","70m2","Calle gaia, Sants / Monjuïc, La Marina de Port, Barcelona"
"1606144828-1709","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=232","1.165€","2 Hab","1 Baño","82m2","Sants / Monjuïc, Sants-Badal, Barcelona"
"1606144852-1831","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=223","1.400€","2 Hab","2 Baños","250m2","Can Baró, Horta-Guinardó, Barcelona"
"1606145137-3432","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=117","1.085€","1 Hab","1 Baño","55m2","Sarrià / Sant Gervasi, Sant Gervasi-Galvany, Barcelona"
"1606145173-3617","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=104","750€","1 Hab","1 Baño","35m2","Sarrià / Sant Gervasi, Sarrià, Barcelona"
"1606144682-893","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=286","600€","2 Hab","1 Baño","39m2","Sant Martí, El Clot, Barcelona"
"1606144984-2577","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=174","900€","1 Hab","1 Baño","54m2","Sants / Monjuïc, El Poble-sec, Barcelona"
"1606144583-337","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=323","1.600€","3 Hab","2 Baños","100m2","Sant Martí, Poblenou, Barcelona"
"1606144656-743","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=296","753€","3 Hab","1 Baño","42m2","Sant Martí, El Camp de l'Arpa del Clot, Barcelona"
"1606144706-1030","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=277","695€","1 Hab","1 Baño","41m2","Eixample, Sant Antoni, Barcelona"
"1606145227-3925","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=84","800€","2 Hab","1 Baño","56m2","Eixample, Sagrada Família, Barcelona"
"1606144850-1821","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=224","975€","4 Hab","1 Baño","90m2","Sant Andreu, La Sagrera, Barcelona"
"1606144850-1817","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=224","850€","1 Hab","1 Baño","40m2","Ciutat Vella, Raval, Barcelona"
"1606145315-4417","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=51","1.150€","2 Hab","1 Baño","65m2","Horta-Guinardó, Carmel, Barcelona"
"1606145118-3323","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=124","1.300€","2 Hab","2 Baños","60m2","Eixample, Dreta de l'Eixample, Dreta Eixample, Barcelona"
"1606145129-3377","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=120","3.300€","4 Hab","2 Baños","200m2","Eixample, Dreta Eixample, Barcelona"
"1606144779-1426","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=250","850€","1 Hab","1 Baño","64m2","Robrenyo, Sants / Monjuïc, Sants-Badal, Barcelona"
"1606145326-4472","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=47","1.050€","3 Hab","2 Baños","79m2","Ciutat Vella, Raval, Barcelona"
"1606145399-4883","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=20","1.600€","4 Hab","2 Baños","125m2","Ciutat Vella, Gòtic, Barcelona"
"1606145014-2740","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=163","700€","2 Hab","1 Baño","65m2","Calle Artesania, Nou Barris, Roquetes, Barcelona"
"1606144658-758","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=295","2.000€","2 Hab","1 Baño","80m2","catalunya, Eixample, Dreta Eixample, Barcelona"
"1606144787-1477","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=247","1.300€","4 Hab","2 Baños","110m2","Les Corts, La Maternitat i Sant Ramón, Barcelona"
"1606145297-4315","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=58","990€","3 Hab","1 Baño","65m2","Calle Providència 39, Gràcia, Vila de Gràcia, Barcelona"
"1606145027-2810","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=158","860€","3 Hab","1 Baño","95m2","Horta-Guinardó, Baix Guinardó, Barcelona"
"1606144664-787","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=293","1.200€","2 Hab","2 Baños","90m2","Sarrià / Sant Gervasi, Sarrià, Barcelona"
"1606144855-1850","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=222","1.950€","2 Hab","2 Baños","75m2","Paris, Eixample, Antiga Esquerra Eixample, Barcelona"
"1606144576-316","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=324","1.250€","3 Hab","1 Baño","75m2","Carrer dels Almogàvers 6, Sant Martí, Parc i Llacuna del Poblenou, Barcelona"
"1606145353-4629","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=37","1.500€","2 Hab","2 Baños","115m2","Calle Aribau, Eixample, Antiga Esquerra Eixample, Barcelona"
"1606145129-3387","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=120","1.100€","2 Hab","1 Baño","70m2","Sant Martí, Parc i Llacuna del Poblenou, Barcelona"
"1606145286-4258","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=62","875€","2 Hab","1 Baño","58m2","Eixample, Antiga Esquerra Eixample, Barcelona"
"1606145363-4688","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=33","1.100€","1 Hab","1 Baño","75m2","Carrer de la Portaferrissa, Ciutat Vella, Gòtic, Barcelona"
"1606145151-3497","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=112","1.400€","2 Hab","1 Baño","62m2","Ciutat Vella, Gòtic, Barcelona"
"1606145432-5060","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=8","1.200€","2 Hab","1 Baño","50m2","Sarrià / Sant Gervasi, Les Tres Torres, Barcelona"
"1606145445-5132","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=3","880€","3 Hab","1 Baño","56m2","Calle Santa Carolina 26, Horta-Guinardó, Baix Guinardó, Barcelona"
"1606144858-1870","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=221","1.150€","2 Hab","1 Baño","65m2","Gràcia, Vila de Gràcia, Barcelona"
"1606144736-1198","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=266","1.100€","4 Hab","2 Baños","73m2","Les Corts, La Maternitat i Sant Ramón, Barcelona"
"1606144973-2519","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=178","1.800€","3 Hab","2 Baños","118m2","Sant Martí, Diagonal Mar i Front Marítim del Poblenou, Barcelona"
"1606144613-508","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=312","1.200€","2 Hab","1 Baño","75m2","Carrer de l'Alcalde de Móstoles 23, Horta-Guinardó, Baix Guinardó, Barcelona"
