price,rooms,bathrooms,sizem2,eixample,ciutat_vella,gracia,horta_guinardo,les_corts,nou_barris,sant_andreu,sant_marti,sants_montjuic
1050,3,2,105,0,0,0,0,0,0,0,0,1
950,3,1,95,1,0,0,0,0,0,0,0,0
950,2,2,117,0,0,0,0,0,0,0,0,1
1280,3,2,87,1,0,0,0,0,0,0,0,0
1350,3,2,92,0,0,0,0,1,0,0,0,0
1660,3,2,123,0,0,0,0,0,0,0,0,0
2600,3,2,125,1,0,0,0,0,0,0,0,0
1800,2,2,110,1,0,0,0,0,0,0,0,0
960,1,1,45,0,0,0,0,0,0,0,0,1
900,2,2,50,0,0,0,0,0,0,0,0,1
5800,4,3,215,0,0,0,0,0,0,0,0,0
625,1,1,36,0,1,0,0,0,0,0,0,0
920,2,1,60,0,0,0,0,0,0,0,0,0
1800,4,2,102,0,0,0,0,0,0,0,1,0
1450,3,2,90,0,0,0,0,0,0,0,0,1
1200,3,1,70,0,1,0,0,0,0,0,0,0
1800,2,1,78,0,1,0,0,0,0,0,0,0
2250,3,2,93,1,0,0,0,0,0,0,0,0
1600,2,1,58,1,0,0,0,0,0,0,0,0
650,1,2,49,0,0,0,0,0,0,0,0,1
1200,4,1,100,1,0,0,0,0,0,0,0,0
950,2,2,65,0,0,0,0,0,0,0,1,0
2350,3,2,120,0,0,0,0,0,0,0,0,0
600,1,1,45,0,1,0,0,0,0,0,0,0
1250,1,1,84,0,0,1,0,0,0,0,0,0
900,1,1,30,0,0,0,0,1,0,0,0,0
1300,4,1,85,0,0,0,0,1,0,0,0,0
1250,3,2,85,0,0,0,0,0,0,0,0,0
1100,2,2,95,1,0,0,0,0,0,0,0,0
1250,2,1,61,0,0,1,0,0,0,0,0,0
1199,1,1,55,0,0,0,0,0,0,1,0,0
3100,4,2,105,1,0,0,0,0,0,0,0,0
700,1,1,45,0,1,0,0,0,0,0,0,0
1000,2,1,76,0,1,0,0,0,0,0,0,0
1000,4,2,101,0,0,0,0,0,0,0,0,1
790,1,1,40,0,1,0,0,0,0,0,0,0
1100,4,2,95,1,0,0,0,0,0,0,0,0
1950,3,2,132,1,0,0,0,0,0,0,0,0
625,1,1,38,0,1,0,0,0,0,0,0,0
800,1,2,70,0,0,0,0,0,0,0,0,1
1000,2,1,88,0,1,0,0,0,0,0,0,0
1600,3,3,150,0,0,0,0,0,0,0,0,0
1150,3,1,95,0,1,0,0,0,0,0,0,0
900,3,2,90,1,0,0,0,0,0,0,0,0
1000,1,1,75,0,1,0,0,0,0,0,0,0
1100,2,1,60,1,0,0,0,0,0,0,0,0
1100,3,1,120,1,0,0,0,0,0,0,0,0
7700,6,4,615,0,0,0,0,0,0,0,0,0
1100,2,2,71,0,0,0,0,0,0,0,0,0
900,1,1,34,0,1,0,0,0,0,0,0,0
995,3,1,105,1,0,0,0,0,0,0,0,0
750,3,1,50,0,0,0,0,0,0,0,1,0
1650,5,2,133,0,0,1,0,0,0,0,0,0
1690,2,2,85,1,0,0,0,0,0,0,0,0
850,2,1,66,0,0,0,0,1,0,0,0,0
3000,3,3,188,1,0,0,0,0,0,0,0,0
2600,4,3,205,0,0,0,0,1,0,0,0,0
1154,3,1,69,0,0,0,0,0,0,0,0,0
950,3,2,84,0,0,0,0,0,0,1,0,0
1000,3,1,75,0,1,0,0,0,0,0,0,0
1200,3,1,80,1,0,0,0,0,0,0,0,0
800,1,1,35,0,0,0,0,0,0,0,0,1
600,1,1,32,0,0,0,0,1,0,0,0,0
1400,3,2,111,0,0,0,0,0,0,0,0,0
840,2,1,74,0,0,0,0,0,1,0,0,0
4000,3,2,111,1,0,0,0,0,0,0,0,0
950,1,1,35,0,0,0,0,1,0,0,0,0
3200,3,2,140,0,0,0,0,0,0,0,0,0
1150,1,1,75,0,1,0,0,0,0,0,0,0
1100,4,2,90,0,0,0,0,1,0,0,0,0
920,2,1,70,0,0,1,0,0,0,0,0,0
2600,4,3,140,0,1,0,0,0,0,0,0,0
2200,4,3,190,0,0,0,0,1,0,0,0,0
1300,3,2,75,1,0,0,0,0,0,0,0,0
1700,3,3,131,0,0,0,0,0,0,0,0,0
675,1,1,60,0,0,0,0,0,0,0,0,1
1250,2,2,60,0,0,0,0,0,0,0,0,1
800,1,1,50,0,0,0,0,0,0,0,0,1
2500,5,3,151,1,0,0,0,0,0,0,0,0
600,1,1,35,0,1,0,0,0,0,0,0,0
1850,2,2,102,0,0,0,0,0,0,0,1,0
625,1,1,45,0,1,0,0,0,0,0,0,0
1700,4,1,125,0,0,1,0,0,0,0,0,0
900,2,1,70,0,0,0,0,0,0,0,1,0
1200,4,2,110,1,0,0,0,0,0,0,0,0
2300,3,2,120,0,0,0,0,0,0,0,1,0
1328,4,2,121,1,0,0,0,0,0,0,0,0
2300,3,2,125,1,0,0,0,0,0,0,0,0
1150,3,1,66,1,0,0,0,0,0,0,0,0
2100,2,2,118,0,0,0,0,1,0,0,0,0
890,3,1,82,0,0,0,0,0,0,0,0,1
800,2,1,50,0,0,0,0,0,0,0,0,0
1400,3,2,114,1,0,0,0,0,0,0,0,0
700,2,1,50,0,0,0,0,0,0,0,1,0
950,1,1,45,0,0,0,0,0,0,0,0,0
1300,1,2,100,0,0,0,0,0,0,0,1,0
950,3,1,65,1,0,0,0,0,0,0,0,0
1300,1,1,60,1,0,0,0,0,0,0,0,0
1400,4,2,100,0,0,0,0,1,0,0,0,0
1300,4,1,85,0,0,1,0,0,0,0,0,0
1000,4,1,90,0,0,0,0,0,0,0,1,0
2980,4,2,201,1,0,0,0,0,0,0,0,0
1150,2,1,85,0,1,0,0,0,0,0,0,0
1300,2,1,69,0,1,0,0,0,0,0,0,0
900,3,1,90,0,0,0,0,1,0,0,0,0
1850,2,2,93,0,0,0,0,0,0,0,0,0
1200,3,1,85,1,0,0,0,0,0,0,0,0
590,1,1,40,0,0,0,0,0,0,0,0,0
1250,4,2,105,1,0,0,0,0,0,0,0,0
1000,3,1,90,0,0,0,0,0,0,0,0,0
1500,2,2,90,0,1,0,0,0,0,0,0,0
1100,3,1,73,0,0,1,0,0,0,0,0,0
925,2,1,50,0,0,1,0,0,0,0,0,0
1950,4,2,120,1,0,0,0,0,0,0,0,0
850,3,1,73,0,0,0,0,0,0,0,1,0
890,1,1,78,0,1,0,0,0,0,0,0,0
1550,2,2,119,0,0,0,0,0,0,0,0,0
800,2,1,65,0,0,0,0,0,0,0,0,1
700,3,1,54,0,0,0,1,0,0,0,0,0
1350,3,2,115,0,0,0,0,0,0,0,0,0
3000,3,2,120,0,0,0,0,0,0,0,1,0
650,2,1,50,0,0,0,1,0,0,0,0,0
890,1,1,38,0,1,0,0,0,0,0,0,0
2150,4,2,167,0,1,0,0,0,0,0,0,0
1100,3,2,91,1,0,0,0,0,0,0,0,0
1350,2,2,90,0,0,1,0,0,0,0,0,0
1100,1,1,65,1,0,0,0,0,0,0,0,0
1090,2,1,70,0,0,0,0,0,0,0,0,0
2890,4,3,215,0,0,0,0,0,0,0,0,0
1180,3,1,66,0,0,0,0,1,0,0,0,0
780,3,1,68,0,0,0,0,0,0,1,0,0
750,2,1,63,0,0,0,0,0,1,0,0,0
1319,2,2,92,0,1,0,0,0,0,0,0,0
890,4,1,84,0,0,1,0,0,0,0,0,0
4200,2,2,95,0,1,0,0,0,0,0,0,0
1360,2,2,120,0,0,0,1,0,0,0,0,0
1300,3,2,110,0,0,0,0,0,0,0,0,0
1400,3,1,80,1,0,0,0,0,0,0,0,0
875,3,1,65,0,0,0,0,0,0,0,0,1
950,2,2,80,1,0,0,0,0,0,0,0,0
2300,3,2,150,1,0,0,0,0,0,0,0,0
1100,3,1,81,0,0,0,0,0,0,0,1,0
1450,5,2,140,1,0,0,0,0,0,0,0,0
3550,3,3,175,0,0,0,0,1,0,0,0,0
900,3,1,61,1,0,0,0,0,0,0,0,0
975,2,1,73,0,0,0,1,0,0,0,0,0
1170,2,2,78,0,0,0,0,0,0,0,1,0
850,2,1,42,0,1,0,0,0,0,0,0,0
890,2,1,52,0,0,1,0,0,0,0,0,0
5000,3,3,190,1,0,0,0,0,0,0,0,0
600,1,1,30,0,0,0,0,1,0,0,0,0
3500,3,3,190,0,0,0,0,0,0,0,0,0
1150,3,2,85,0,0,0,0,0,0,0,0,0
800,2,1,50,0,0,0,0,0,0,0,0,0
950,2,1,70,1,0,0,0,0,0,0,0,0
950,3,1,73,0,0,1,0,0,0,0,0,0
1700,2,2,75,0,0,0,0,0,0,0,0,0
1000,1,1,56,0,1,0,0,0,0,0,0,0
1200,3,1,78,0,0,0,0,0,0,0,0,0
700,1,1,35,0,1,0,0,0,0,0,0,0
1150,2,1,65,0,0,0,0,0,0,0,1,0
1130,3,1,90,0,0,0,0,0,0,0,0,0
1180,2,1,100,1,0,0,0,0,0,0,0,0
675,3,1,56,0,0,0,0,0,0,0,0,1
900,1,1,54,0,0,0,0,0,0,0,0,0
4500,3,2,75,0,1,0,0,0,0,0,0,0
725,1,1,70,0,1,0,0,0,0,0,0,0
690,2,1,58,0,0,1,0,0,0,0,0,0
1450,2,2,102,0,0,0,0,0,0,0,0,0
1500,2,1,55,0,0,0,0,0,0,0,0,0
1290,3,2,90,0,0,0,0,0,0,0,0,0
950,2,1,80,0,0,0,1,0,0,0,0,0
1300,3,2,95,1,0,0,0,0,0,0,0,0
550,1,1,28,0,1,0,0,0,0,0,0,0
1150,2,2,90,1,0,0,0,0,0,0,0,0
1400,4,1,135,0,1,0,0,0,0,0,0,0
975,3,1,80,1,0,0,0,0,0,0,0,0
950,1,1,65,1,0,0,0,0,0,0,0,0
1300,1,1,60,0,0,1,0,0,0,0,0,0
3300,5,4,190,0,0,0,0,0,0,0,0,0
1100,2,1,72,0,0,0,0,0,0,0,0,0
1350,2,1,62,0,1,0,0,0,0,0,0,0
1900,3,2,148,1,0,0,0,0,0,0,0,0
1280,3,1,68,1,0,0,0,0,0,0,0,0
1200,3,2,95,1,0,0,0,0,0,0,0,0
1250,2,2,73,1,0,0,0,0,0,0,0,0
1200,3,2,65,0,0,0,0,0,1,0,0,0
990,3,1,75,0,0,0,0,1,0,0,0,0
846,3,1,70,0,0,1,0,0,0,0,0,0
681,1,1,44,0,0,0,0,0,0,0,0,1
795,3,1,90,0,0,0,0,0,0,0,1,0
900,2,1,50,0,1,0,0,0,0,0,0,0
1400,4,1,109,0,0,0,0,0,0,0,1,0
1700,2,2,82,0,1,0,0,0,0,0,0,0
995,2,1,50,0,1,0,0,0,0,0,0,0
2500,2,2,95,0,0,0,0,0,0,0,1,0
1350,3,2,100,0,1,0,0,0,0,0,0,0
1200,1,1,73,0,1,0,0,0,0,0,0,0
1100,3,2,85,0,0,0,0,1,0,0,0,0
1600,4,2,150,0,0,0,1,0,0,0,0,0
725,2,1,60,1,0,0,0,0,0,0,0,0
930,3,1,60,0,1,0,0,0,0,0,0,0
690,2,1,39,0,0,1,0,0,0,0,0,0
1250,4,2,120,1,0,0,0,0,0,0,0,0
1090,2,1,65,0,0,1,0,0,0,0,0,0
1895,2,2,148,1,0,0,0,0,0,0,0,0
1000,3,1,85,1,0,0,0,0,0,0,0,0
3650,4,2,125,0,0,0,0,0,0,0,0,0
1100,1,1,45,0,1,0,0,0,0,0,0,0
8312,4,4,225,0,0,0,0,1,0,0,0,0
990,2,1,72,1,0,0,0,0,0,0,0,0
1300,3,2,90,1,0,0,0,0,0,0,0,0
1300,1,1,45,0,0,0,1,0,0,0,0,0
750,2,1,43,0,0,0,0,0,0,0,1,0
1500,2,2,112,0,1,0,0,0,0,0,0,0
925,3,2,80,1,0,0,0,0,0,0,0,0
890,1,1,54,0,0,0,0,0,0,0,0,1
1100,2,1,54,1,0,0,0,0,0,0,0,0
1050,3,1,64,0,0,0,0,0,0,0,0,1
825,1,1,40,0,1,0,0,0,0,0,0,0
950,3,2,70,0,0,0,0,0,0,1,0,0
920,2,1,68,0,0,0,0,0,0,0,0,1
790,1,1,54,0,1,0,0,0,0,0,0,0
900,3,1,65,1,0,0,0,0,0,0,0,0
900,1,1,70,1,0,0,0,0,0,0,0,0
850,1,1,56,0,1,0,0,0,0,0,0,0
950,3,1,85,1,0,0,0,0,0,0,0,0
700,1,1,59,0,0,0,1,0,0,0,0,0
1250,1,1,75,1,0,0,0,0,0,0,0,0
789,1,1,55,0,1,0,0,0,0,0,0,0
995,3,1,77,0,0,0,0,0,0,0,0,1
1850,5,2,153,1,0,0,0,0,0,0,0,0
1075,1,1,50,1,0,0,0,0,0,0,0,0
975,3,1,55,0,0,0,0,0,0,0,0,1
800,1,1,58,0,0,0,0,0,0,0,0,0
2200,3,3,160,0,0,0,0,1,0,0,0,0
825,1,2,65,0,1,0,0,0,0,0,0,0
1700,4,2,116,0,0,0,0,0,0,0,0,0
650,1,1,25,0,0,0,0,0,0,0,0,1
990,2,2,70,0,1,0,0,0,0,0,0,0
1060,2,3,114,0,1,0,0,0,0,0,0,0
630,1,1,35,0,1,0,0,0,0,0,0,0
875,3,1,66,1,0,0,0,0,0,0,0,0
2600,4,2,190,0,0,0,0,1,0,0,0,0
795,1,1,45,0,0,1,0,0,0,0,0,0
830,3,1,70,1,0,0,0,0,0,0,0,0
875,1,1,65,1,0,0,0,0,0,0,0,0
975,4,1,78,0,0,0,0,0,1,0,0,0
975,2,1,100,0,0,0,0,0,0,0,0,1
650,2,1,34,0,1,0,0,0,0,0,0,0
1150,3,1,75,0,1,0,0,0,0,0,0,0
1100,1,1,65,0,1,0,0,0,0,0,0,0
5720,3,2,115,0,1,0,0,0,0,0,0,0
1600,2,1,64,0,0,0,0,0,0,0,0,0
3900,3,2,100,0,0,0,0,0,0,0,1,0
2000,3,2,80,1,0,0,0,0,0,0,0,0
900,1,2,63,0,0,0,0,0,0,0,0,1
950,3,1,57,0,0,1,0,0,0,0,0,0
750,2,1,61,0,0,0,0,0,0,0,1,0
800,1,1,45,0,1,0,0,0,0,0,0,0
4500,5,4,298,0,0,0,0,1,0,0,0,0
990,2,1,100,0,0,0,0,0,0,0,0,1
1500,3,2,140,0,0,0,0,0,0,0,0,0
3599,2,2,120,1,0,0,0,0,0,0,0,0
1650,2,1,65,1,0,0,0,0,0,0,0,0
1500,3,2,131,0,1,0,0,0,0,0,0,0
1300,2,1,70,0,0,0,1,0,0,0,0,0
1050,1,1,56,0,1,0,0,0,0,0,0,0
2500,3,3,100,1,0,0,0,0,0,0,0,0
950,2,1,58,0,0,1,0,0,0,0,0,0
750,1,1,29,0,1,0,0,0,0,0,0,0
1100,3,2,90,0,0,0,0,1,0,0,0,0
980,2,2,65,0,1,0,0,0,0,0,0,0
890,2,1,55,0,1,0,0,0,0,0,0,0
950,2,1,85,0,0,0,0,0,0,0,0,0
1350,3,2,130,0,0,1,0,0,0,0,0,0
660,1,1,37,0,1,0,0,0,0,0,0,0
2350,4,2,151,0,0,0,0,0,0,0,0,0
890,2,1,58,0,0,0,0,0,0,0,1,0
975,3,1,70,0,0,0,0,0,0,0,0,1
3100,4,2,105,1,0,0,0,0,0,0,0,0
990,1,1,60,1,0,0,0,0,0,0,0,0
850,3,1,70,0,0,0,0,0,0,0,0,1
900,1,1,50,0,0,0,0,0,0,0,0,0
1200,2,1,45,1,0,0,0,0,0,0,0,0
1050,3,1,75,0,0,0,0,0,0,0,0,0
2350,4,2,180,0,0,0,0,0,0,0,0,0
3000,3,4,181,0,1,0,0,0,0,0,0,0
1000,2,1,56,0,0,0,0,1,0,0,0,0
1350,1,1,50,0,1,0,0,0,0,0,0,0
900,1,1,54,0,0,0,0,0,0,0,0,0
1800,3,2,74,0,1,0,0,0,0,0,0,0
850,3,2,77,0,0,0,0,0,0,0,0,1
1090,2,2,60,0,0,0,0,1,0,0,0,0
1198,1,1,71,1,0,0,0,0,0,0,0,0
2100,4,3,178,0,0,0,0,1,0,0,0,0
1250,1,1,76,0,0,0,0,0,0,0,0,0
1200,4,2,85,0,0,0,0,0,0,0,0,0
2100,4,2,130,1,0,0,0,0,0,0,0,0
1430,2,1,90,0,1,0,0,0,0,0,0,0
1175,2,2,83,0,1,0,0,0,0,0,0,0
1089,2,2,87,0,1,0,0,0,0,0,0,0
900,1,2,55,0,1,0,0,0,0,0,0,0
1975,4,2,128,0,0,0,0,0,0,0,0,0
650,3,1,46,0,0,0,0,0,1,0,0,0
1500,1,1,127,0,1,0,0,0,0,0,0,0
700,3,1,35,1,0,0,0,0,0,0,0,0
800,1,1,35,0,1,0,0,0,0,0,0,0
850,2,2,70,1,0,0,0,0,0,0,0,0
2900,3,2,203,1,0,0,0,0,0,0,0,0
1500,2,2,125,0,1,0,0,0,0,0,0,0
1400,3,2,90,0,0,0,0,0,0,0,1,0
690,2,1,71,0,0,0,0,0,1,0,0,0
3100,4,2,105,1,0,0,0,0,0,0,0,0
1980,2,1,70,1,0,0,0,0,0,0,0,0
850,3,1,61,0,0,0,1,0,0,0,0,0
1425,3,2,94,0,0,0,0,1,0,0,0,0
900,3,1,72,0,0,1,0,0,0,0,0,0
1950,5,2,142,0,0,0,0,0,0,0,0,0
2300,3,2,80,1,0,0,0,0,0,0,0,0
1300,4,2,110,1,0,0,0,0,0,0,0,0
660,1,1,26,0,1,0,0,0,0,0,0,0
1600,1,1,45,0,0,0,0,0,0,0,0,1
1700,3,3,131,0,0,0,0,0,0,0,0,0
1500,2,2,50,1,0,0,0,0,0,0,0,0
4300,2,2,124,0,0,0,0,0,0,0,0,0
725,2,2,56,0,1,0,0,0,0,0,0,0
1400,2,1,75,0,0,0,0,0,0,0,1,0
1100,2,1,76,0,1,0,0,0,0,0,0,0
2630,5,4,325,0,0,0,0,0,1,0,0,0
1500,2,1,120,0,1,0,0,0,0,0,0,0
4500,11,4,350,1,0,0,0,0,0,0,0,0
1200,3,2,80,0,0,0,0,0,1,0,0,0
1535,3,2,120,0,0,0,0,0,0,0,0,0
900,1,1,50,0,0,0,0,0,0,0,0,0
795,3,1,70,0,0,0,0,0,0,0,0,1
900,3,1,71,0,0,1,0,0,0,0,0,0
950,4,1,97,1,0,0,0,0,0,0,0,0
990,3,3,70,0,1,0,0,0,0,0,0,0
1400,4,1,80,0,0,0,0,0,0,0,1,0
3000,4,3,220,0,0,0,0,1,0,0,0,0
850,1,1,46,1,0,0,0,0,0,0,0,0
500,1,1,30,0,0,0,0,0,1,0,0,0
750,1,1,26,0,0,1,0,0,0,0,0,0
983,1,1,52,0,0,0,0,0,0,0,0,1
1600,2,1,58,1,0,0,0,0,0,0,0,0
1000,3,1,65,0,0,0,0,0,0,0,0,1
1250,3,2,84,0,0,0,0,0,0,0,0,1
1350,3,2,85,1,0,0,0,0,0,0,0,0
900,2,1,65,0,1,0,0,0,0,0,0,0
1350,1,1,35,0,1,0,0,0,0,0,0,0
1200,3,2,80,1,0,1,0,0,0,0,0,0
780,3,1,70,0,0,0,0,0,0,0,1,0
1200,2,1,80,0,0,0,0,1,0,0,0,0
1008,3,2,78,0,0,0,0,1,0,0,0,0
3300,3,3,140,1,0,0,0,0,0,0,0,0
850,3,2,75,0,0,0,1,0,0,0,0,0
1540,2,1,75,1,0,0,0,0,0,0,0,0
760,2,1,48,0,0,0,0,0,0,1,0,0
900,3,1,71,0,0,0,1,0,0,0,0,0
635,3,1,69,0,0,0,0,0,0,1,0,0
500,1,1,40,0,1,0,0,0,0,0,0,0
900,2,1,70,0,0,0,0,0,0,0,0,1
1260,1,1,65,0,0,0,0,1,0,0,0,0
900,3,1,60,1,0,0,0,0,0,0,0,0
1600,4,2,126,0,0,0,0,0,0,0,0,0
1350,2,1,70,1,0,0,0,0,0,0,0,0
2200,3,2,120,1,0,0,0,0,0,0,0,0
2700,3,2,88,1,0,0,0,0,0,0,0,0
995,3,1,85,0,0,1,0,0,0,0,0,0
650,1,1,20,1,0,0,0,0,0,0,0,0
1200,2,1,65,1,0,0,0,0,0,0,0,0
1800,4,2,106,1,0,0,0,0,0,0,0,0
950,3,1,75,1,0,0,0,0,0,0,0,0
880,3,1,70,0,0,0,0,0,0,1,0,0
1140,3,1,85,0,0,1,0,0,0,0,0,0
1050,3,2,90,1,0,0,0,0,0,0,0,0
850,2,1,70,1,0,0,0,0,0,0,0,0
965,3,2,110,1,0,0,0,0,0,0,0,0
1250,2,1,73,0,0,0,0,0,0,0,0,0
1850,1,1,65,0,1,0,0,0,0,0,0,0
2350,3,2,105,0,0,0,0,0,0,0,0,0
2200,3,2,124,1,0,0,0,0,0,0,0,0
995,3,1,77,1,0,0,0,0,0,0,0,0
825,2,1,60,0,0,0,0,0,0,0,0,1
775,2,2,50,1,0,0,0,0,0,0,0,0
1150,4,2,86,0,0,0,0,0,0,0,0,0
3100,4,2,105,1,0,0,0,0,0,0,0,0
1490,1,2,78,0,0,0,0,0,0,0,0,0
6000,2,2,160,0,0,0,0,0,0,0,0,0
800,2,1,45,0,0,0,0,0,0,0,0,1
1150,2,1,65,1,0,0,0,0,0,0,0,0
1500,1,1,168,0,1,0,0,0,0,0,0,0
1300,3,2,118,1,0,0,0,0,0,0,0,0
650,1,1,35,0,1,0,0,0,0,0,0,0
750,1,1,77,0,1,0,0,0,0,0,0,0
1250,4,2,140,0,0,1,0,0,0,0,0,0
1050,3,2,80,1,0,0,0,0,0,0,0,0
1089,2,1,66,1,0,0,0,0,0,0,0,0
600,2,1,58,0,0,0,0,0,0,1,0,0
1250,2,1,75,1,0,0,0,0,0,0,0,0
525,1,1,35,0,1,0,0,0,0,0,0,0
990,2,1,76,1,0,0,0,0,0,0,0,0
850,2,1,65,0,0,1,0,0,0,0,0,0
3400,5,4,200,0,0,0,0,0,0,0,0,0
1350,3,2,75,0,1,0,0,0,0,0,0,0
1150,2,2,75,0,1,0,0,0,0,0,0,0
800,2,1,74,0,0,0,0,0,1,0,0,0
980,2,1,84,0,0,0,0,0,0,0,0,1
895,3,1,60,0,0,1,0,0,0,0,0,0
1100,1,2,64,1,0,0,0,0,0,0,0,0
1550,3,2,90,1,0,0,0,0,0,0,0,0
980,3,1,85,0,0,0,0,0,0,0,1,0
800,2,1,62,0,0,0,0,0,0,0,0,1
3118,3,3,125,0,0,0,0,0,0,0,0,0
1150,4,2,106,0,0,0,0,0,0,0,1,0
3300,3,3,118,0,0,0,0,0,0,0,0,1
1150,2,1,56,0,0,1,0,0,0,0,0,0
1300,3,2,100,0,0,0,0,1,0,0,0,0
1200,2,2,85,0,1,0,0,0,0,0,0,0
3500,6,3,282,1,0,0,0,0,0,0,0,0
1150,4,2,100,1,0,0,0,0,0,0,0,0
680,2,1,45,0,0,0,0,0,0,0,1,0
900,3,1,86,0,0,0,0,0,0,0,0,1
950,3,2,80,0,0,0,0,0,0,0,1,0
850,2,1,65,0,1,0,0,0,0,0,0,0
1300,4,1,82,0,0,0,0,0,0,0,1,0
1000,3,2,91,0,1,0,0,0,0,0,0,0
1400,3,2,80,1,0,0,0,0,0,0,0,0
750,3,1,60,0,1,0,0,0,0,0,0,0
970,3,1,68,0,1,0,0,0,0,0,0,0
1200,2,1,87,0,1,0,0,0,0,0,0,0
1100,3,1,77,0,0,0,0,0,0,0,0,0
650,1,1,44,0,1,0,0,0,0,0,0,0
2400,2,2,75,0,1,0,0,0,0,0,0,0
820,3,1,70,0,0,0,0,0,0,0,0,1
2500,3,2,80,1,0,0,0,0,0,0,0,0
1080,2,1,101,0,1,0,0,0,0,0,0,0
1200,1,1,48,1,0,0,0,0,0,0,0,0
780,1,1,31,1,0,0,0,0,0,0,0,0
900,3,1,70,0,0,0,1,0,0,0,0,0
1400,3,2,78,0,0,1,0,0,0,0,0,0
1600,1,2,74,0,0,0,0,0,0,0,0,0
1400,3,2,93,1,0,0,0,0,0,0,0,0
1300,2,1,70,0,1,0,0,0,0,0,0,0
1300,2,2,110,1,0,0,0,0,0,0,0,0
1400,2,1,90,1,0,0,0,0,0,0,0,0
1080,1,1,47,0,0,0,0,0,0,0,0,0
1600,1,1,65,0,0,0,0,0,0,0,1,0
890,1,1,40,0,1,0,0,0,0,0,0,0
1400,4,2,101,1,0,0,0,0,0,0,0,0
1150,2,1,60,0,0,0,0,0,0,0,0,0
1300,2,2,87,1,0,0,0,0,0,0,0,0
850,2,1,60,0,0,0,0,0,0,1,0,0
2000,3,2,116,0,0,0,0,0,0,0,1,0
2500,3,2,130,0,0,0,0,0,0,0,1,0
1100,3,1,80,0,1,0,0,0,0,0,0,0
1050,3,2,80,1,0,0,0,0,0,0,0,0
2300,4,3,135,1,0,0,0,0,0,0,0,0
2950,2,2,80,0,0,0,0,0,0,0,0,0
850,2,1,67,0,0,0,0,0,0,0,1,0
725,1,1,50,0,1,0,0,0,0,0,0,0
1200,4,2,113,0,0,0,0,1,0,0,0,0
700,1,1,35,0,1,0,0,0,0,0,0,0
1600,3,2,110,0,1,0,0,0,0,0,0,0
725,2,1,45,0,1,0,0,0,0,0,0,0
2300,5,3,228,0,0,0,1,0,0,0,0,0
960,2,1,86,0,0,0,0,0,1,0,0,0
1400,3,1,75,0,0,1,0,0,0,0,0,0
1400,2,2,100,0,0,0,0,0,0,0,0,0
850,1,1,55,0,1,0,0,0,0,0,0,0
1500,3,1,80,0,0,0,0,1,0,0,0,0
1290,2,1,60,1,0,0,0,0,0,0,0,0
1800,2,2,98,0,1,0,0,0,0,0,0,0
1200,2,1,70,0,1,0,0,0,0,0,0,0
2300,2,2,80,0,1,0,0,0,0,0,0,0
2800,6,3,165,1,0,0,0,0,0,0,0,0
1000,2,1,48,0,0,0,0,0,0,0,0,0
1400,3,2,80,1,0,0,0,0,0,0,0,0
1700,2,1,60,0,0,1,0,0,0,0,0,0
810,3,1,88,0,0,0,0,0,0,0,0,1
1300,3,2,90,1,0,0,0,0,0,0,0,0
770,1,1,50,0,0,1,0,0,0,0,0,0
1300,3,2,100,1,0,0,0,0,0,0,0,0
880,3,1,70,0,0,0,0,0,0,1,0,0
1150,2,1,85,0,1,0,0,0,0,0,0,0
700,1,1,32,0,0,1,0,0,0,0,0,0
1100,2,1,69,0,0,1,0,0,0,0,0,0
1450,2,2,95,0,0,0,0,0,0,0,0,0
1250,2,2,88,0,1,0,0,0,0,0,0,0
860,2,1,70,0,0,0,0,0,0,0,1,0
840,2,1,75,0,0,0,0,0,0,1,0,0
1100,3,1,74,1,0,0,0,0,0,0,0,0
550,1,1,22,0,0,0,0,0,0,0,0,0
725,2,1,50,0,1,0,0,0,0,0,0,0
1900,3,2,85,1,0,0,0,0,0,0,0,0
1600,4,1,110,1,0,0,0,0,0,0,0,0
1100,1,1,50,0,1,0,0,0,0,0,0,0
1542,1,1,54,1,0,0,0,0,0,0,0,0
800,2,1,55,1,0,0,0,0,0,0,0,0
1395,4,2,188,1,0,0,0,0,0,0,0,0
1100,3,1,70,0,0,0,0,0,0,0,1,0
2400,3,2,150,1,0,0,0,0,0,0,0,0
990,2,2,80,0,0,0,0,0,0,0,0,0
850,3,1,66,0,0,0,0,0,0,0,0,1
1535,2,1,93,1,0,0,0,0,0,0,0,0
3100,4,2,105,1,0,0,0,0,0,0,0,0
745,1,1,31,0,1,0,0,0,0,0,0,0
790,3,1,75,1,0,0,0,0,0,0,0,0
990,1,1,75,0,1,0,0,0,0,0,0,0
1750,1,2,82,0,1,0,0,0,0,0,0,0
1100,3,1,75,0,0,0,0,0,0,0,0,0
900,4,1,65,0,1,0,0,0,0,0,0,0
4200,2,2,95,0,1,0,0,0,0,0,0,0
1000,1,1,55,0,0,0,0,0,0,0,0,1
2008,6,3,185,1,0,0,0,0,0,0,0,0
1100,2,1,78,1,0,0,0,0,0,0,0,0
850,2,2,65,0,1,0,0,0,0,0,0,0
1300,4,2,118,1,0,0,0,0,0,0,0,0
1090,3,2,80,1,0,0,0,0,0,0,0,0
700,2,1,57,0,0,0,0,0,0,0,0,1
1900,2,2,83,1,0,0,0,0,0,0,0,0
1290,4,1,90,0,0,1,0,0,0,0,0,0
