price,rooms,bathrooms,sizem2,eixample,ciutat_vella,gracia,horta_guinardo,les_corts,nou_barris,sant_andreu,sant_marti,sants_montjuic
3300,3,3,118,0,0,0,0,0,0,0,0,1
890,3,2,84,0,0,1,0,0,0,0,0,0
1100,1,1,40,0,1,0,0,0,0,0,0,0
1100,3,2,77,1,0,0,0,0,0,0,0,0
1100,2,2,70,0,0,1,0,0,0,0,0,0
1600,2,2,85,0,1,0,0,0,0,0,0,0
1080,2,1,75,1,0,0,0,0,0,0,0,0
600,2,1,38,0,1,0,0,0,0,0,0,0
890,2,1,55,0,1,0,0,0,0,0,0,0
780,1,1,68,0,0,1,0,0,0,0,0,0
1250,2,1,75,1,0,0,0,0,0,0,0,0
890,1,1,40,0,1,0,0,0,0,0,0,0
850,1,1,45,0,1,0,0,0,0,0,0,0
1000,3,2,85,0,0,0,1,0,0,0,0,0
1900,4,2,128,0,0,0,0,0,0,0,0,0
960,3,1,56,1,0,0,0,0,0,0,0,0
850,2,1,65,0,0,0,0,0,0,0,0,1
1120,3,2,101,1,0,0,0,0,0,0,0,0
780,3,1,41,0,0,0,0,0,0,0,1,0
850,3,1,66,0,0,0,0,0,0,0,0,1
1088,4,2,95,0,0,0,0,0,0,0,1,0
880,2,1,65,0,1,0,0,0,0,0,0,0
850,3,1,72,0,0,0,0,1,0,0,0,0
1195,2,2,85,0,0,1,0,0,0,0,0,0
1550,3,2,90,1,0,0,0,0,0,0,0,0
1900,5,3,177,0,0,0,0,0,0,0,0,0
950,1,1,65,0,0,0,0,0,0,0,0,0
2000,3,2,100,0,1,0,0,0,0,0,0,0
820,1,1,63,0,1,0,0,0,0,0,0,0
2464,3,2,135,1,0,0,0,0,0,0,0,0
1300,3,1,70,0,0,0,0,0,0,0,1,0
4500,5,4,300,0,0,0,0,0,0,0,0,0
3500,4,3,186,0,0,0,0,0,0,0,0,0
1225,2,2,86,0,1,0,0,0,0,0,0,0
1180,1,1,70,0,1,0,0,0,0,0,0,0
1350,3,1,115,1,0,0,0,0,0,0,0,0
900,3,1,88,1,0,0,0,0,0,0,0,0
892,3,1,66,1,0,0,0,0,0,0,0,0
850,2,1,55,1,0,0,0,0,0,0,0,0
900,4,1,105,0,0,0,0,0,0,1,0,0
9500,4,3,340,0,0,0,0,0,0,0,0,0
925,2,1,55,1,0,0,0,0,0,0,0,0
1500,2,1,70,0,0,0,0,0,0,0,0,0
1400,4,2,100,0,1,0,0,0,0,0,0,0
5500,5,4,280,0,0,0,0,0,0,0,0,0
1150,2,2,92,0,0,0,0,1,0,0,0,0
975,2,2,61,0,1,0,0,0,0,0,0,0
1800,4,2,120,0,0,0,0,1,0,0,0,0
8500,4,4,140,0,0,0,0,0,0,0,0,0
1480,2,1,65,1,0,0,0,0,0,0,0,0
1460,3,2,78,0,0,0,0,0,0,0,1,0
650,1,1,25,0,0,1,0,0,0,0,0,0
1400,1,1,43,0,1,0,0,0,0,0,0,0
1200,3,2,67,1,0,0,0,0,0,0,0,0
800,2,1,65,0,0,0,1,0,0,0,0,0
2200,3,2,90,0,1,0,0,0,0,0,0,0
1250,3,1,79,1,0,0,0,0,0,0,0,0
550,1,1,40,0,1,0,0,0,0,0,0,0
1200,1,1,65,1,0,0,0,0,0,0,0,0
1450,2,2,72,1,0,0,0,0,0,0,0,0
1150,1,1,52,0,0,1,0,0,0,0,0,0
790,3,1,62,0,0,1,0,0,0,0,0,0
1375,4,1,81,0,0,0,0,0,0,0,0,0
1200,3,2,140,1,0,0,0,0,0,0,0,0
980,3,1,95,1,0,0,0,0,0,0,0,0
2800,5,3,190,0,0,0,0,0,0,0,0,0
1734,3,2,105,1,0,0,0,0,0,0,0,0
1700,2,2,78,0,0,0,0,0,0,0,0,0
3550,3,2,185,0,0,0,0,1,0,0,0,0
1089,1,1,51,0,0,0,0,0,0,0,1,0
950,2,1,75,0,0,0,1,0,0,0,0,0
950,2,1,53,0,0,0,0,0,0,0,1,0
750,1,1,41,0,1,0,0,0,0,0,0,0
750,1,1,42,1,0,0,0,0,0,0,0,0
3500,4,2,180,1,0,0,0,0,0,0,0,0
2550,6,2,184,1,0,0,0,0,0,0,0,0
1600,1,1,45,0,0,0,0,0,0,0,0,1
800,1,1,45,0,0,0,0,0,0,0,0,1
1500,2,1,70,0,0,0,0,0,0,0,1,0
2150,3,2,125,1,0,0,0,0,0,0,0,0
1200,2,1,60,1,0,0,0,0,0,0,0,0
1600,2,1,60,1,0,0,0,0,0,0,0,0
1050,1,1,58,0,1,0,0,0,0,0,0,0
1650,2,2,123,1,0,0,0,0,0,0,0,0
1050,2,1,69,0,0,0,0,0,0,0,0,0
680,1,1,64,0,0,0,1,0,0,0,0,0
1000,3,1,91,0,1,0,0,0,0,0,0,0
1200,1,1,50,1,0,0,0,0,0,0,0,0
890,1,1,45,0,1,0,0,0,0,0,0,0
650,2,1,65,1,0,0,0,0,0,0,0,0
1170,3,1,82,0,0,0,1,0,0,0,0,0
1400,2,2,90,1,0,0,0,0,0,0,0,0
1450,2,1,90,0,0,0,0,0,0,0,0,0
1650,2,1,63,0,0,0,0,0,0,0,1,0
1300,3,1,70,1,0,0,0,0,0,0,0,0
895,2,1,60,0,0,0,0,0,0,0,0,1
1030,2,1,63,1,0,0,0,0,0,0,0,0
2200,3,2,120,0,0,0,0,0,0,0,0,0
1975,2,1,65,0,0,1,0,0,0,0,0,0
1090,3,2,97,1,0,0,0,0,0,0,0,0
800,1,1,75,0,1,0,0,0,0,0,0,0
925,2,1,86,0,0,0,0,1,0,0,0,0
1165,3,2,85,0,0,0,0,1,0,0,0,0
1650,3,2,90,0,0,0,0,0,0,0,1,0
2200,2,2,100,1,0,0,0,0,0,0,0,0
1100,3,1,80,1,0,0,0,0,0,0,0,0
1800,2,2,85,0,1,0,0,0,0,0,0,0
1050,2,2,75,0,1,0,0,0,0,0,0,0
850,2,1,62,0,0,0,0,1,0,0,0,0
950,2,2,91,0,0,1,0,0,0,0,0,0
1100,3,2,80,0,0,1,0,0,0,0,0,0
2080,3,2,132,0,1,0,0,0,0,0,0,0
2000,3,2,95,0,0,0,0,0,0,0,0,0
1100,2,1,80,0,1,0,0,0,0,0,0,0
850,1,1,52,0,0,0,0,0,0,0,0,1
2200,3,2,60,1,0,0,0,0,0,0,0,0
1250,4,1,137,1,0,0,0,0,0,0,0,0
990,1,1,76,0,1,0,0,0,0,0,0,0
1100,3,1,83,1,0,0,0,0,0,0,0,0
1150,3,1,82,0,0,0,0,1,0,0,0,0
2000,3,2,130,0,0,0,0,0,0,0,0,0
2500,4,2,100,0,0,0,0,1,0,0,0,0
1350,2,1,61,0,1,0,0,0,0,0,0,0
1500,2,2,80,0,0,0,0,0,0,0,0,0
900,2,1,59,0,0,0,0,0,0,0,1,0
695,1,1,30,1,0,0,0,0,0,0,0,0
1150,3,1,55,0,0,0,0,0,0,0,0,0
775,2,1,60,0,0,0,0,0,0,1,0,0
2200,5,3,200,0,0,0,0,0,0,0,0,0
500,1,1,38,0,1,0,0,0,0,0,0,0
1050,2,1,65,0,1,0,0,0,0,0,0,0
8500,4,3,190,0,0,0,0,1,0,0,0,0
665,2,1,57,0,0,0,1,0,0,0,0,0
749,1,1,41,0,1,0,0,0,0,0,0,0
1025,4,1,85,0,0,0,0,0,0,0,1,0
1700,3,2,75,0,0,0,0,1,0,0,0,0
890,3,1,82,0,0,0,0,0,0,0,0,1
2200,2,2,121,1,0,0,0,0,0,0,0,0
1000,1,1,52,0,0,0,0,0,0,0,0,0
1200,1,1,50,1,0,0,0,0,0,0,0,0
1350,2,1,65,0,0,1,0,0,0,0,0,0
1450,3,2,92,0,0,0,0,0,0,0,0,1
1150,1,1,110,0,0,0,0,0,0,0,0,1
1000,2,1,55,0,0,0,0,0,0,0,0,1
2150,3,1,120,1,0,0,0,0,0,0,0,0
1080,2,1,67,0,1,0,0,0,0,0,0,0
950,3,1,78,0,0,0,1,0,0,0,0,0
1750,2,2,85,1,0,0,0,0,0,0,0,0
980,2,2,60,0,1,0,0,0,0,0,0,0
1165,2,1,82,0,0,0,0,0,0,0,0,1
700,1,1,40,0,1,0,0,0,0,0,0,0
1200,3,2,90,0,0,0,0,1,0,0,0,0
1200,1,1,62,1,0,0,0,0,0,0,0,0
1750,3,2,115,1,0,0,0,0,0,0,0,0
1170,2,1,60,1,0,0,0,0,0,0,0,0
1500,4,2,100,1,0,0,0,0,0,0,0,0
1900,3,2,110,1,0,0,0,0,0,0,0,0
1250,3,2,87,1,0,0,0,0,0,0,0,0
1250,2,2,85,1,0,0,0,0,0,0,0,0
3750,5,4,220,0,0,0,0,0,0,0,0,0
6000,3,2,160,0,1,0,0,0,0,0,0,0
1600,2,2,66,1,0,0,0,0,0,0,0,0
800,2,1,54,0,1,0,0,0,0,0,0,0
1750,4,2,120,0,0,0,0,0,0,0,0,0
1250,3,2,78,0,0,0,1,0,0,0,0,0
1000,3,1,97,0,0,0,0,0,0,0,0,0
1800,3,2,102,0,0,0,0,0,0,0,0,0
1300,2,1,79,1,0,0,0,0,0,0,0,0
2700,2,2,110,1,0,0,0,0,0,0,0,0
2150,2,1,80,0,1,0,0,0,0,0,0,0
1350,3,2,90,0,0,1,0,0,0,0,0,0
1370,2,1,88,1,0,0,0,0,0,0,0,0
850,3,1,56,0,0,0,0,0,0,0,0,1
1800,3,3,120,1,0,0,0,0,0,0,0,0
975,3,1,97,0,0,0,0,0,0,0,0,1
1350,2,2,85,1,0,0,0,0,0,0,0,0
1050,2,2,92,1,0,0,0,0,0,0,0,0
900,1,1,50,0,0,0,0,0,0,0,0,0
1300,1,1,37,0,1,0,0,0,0,0,0,0
600,1,1,36,0,1,0,0,0,0,0,0,0
2100,2,2,83,1,0,0,0,0,0,0,0,0
2000,1,1,160,0,0,0,0,0,0,0,0,0
2200,3,2,390,1,0,0,0,0,0,0,0,0
1100,3,2,90,0,0,0,0,0,0,0,0,1
920,3,1,75,0,0,0,0,1,0,0,0,0
885,1,1,64,0,0,0,0,0,0,0,0,0
1950,3,2,135,1,0,0,0,0,0,0,0,0
1489,1,1,42,1,0,0,0,0,0,0,0,0
1100,3,2,74,0,0,0,0,0,0,0,0,0
1100,1,1,50,0,0,0,0,0,0,0,0,0
1200,4,1,134,0,0,0,0,0,0,0,0,0
899,4,1,101,0,0,0,0,0,0,1,0,0
1600,1,1,55,1,0,0,0,0,0,0,0,0
1780,3,2,84,0,0,0,0,0,0,0,1,0
1000,2,1,45,0,0,1,0,0,0,0,0,0
1100,3,1,70,0,0,0,0,0,0,0,0,0
2200,3,2,150,0,0,1,0,0,0,0,0,0
3950,4,3,300,0,0,0,0,0,0,0,0,0
1150,1,1,75,0,1,0,0,0,0,0,0,0
12000,3,2,200,1,0,0,0,0,0,0,0,0
890,3,1,70,0,0,0,1,0,0,0,0,0
900,4,1,89,0,0,0,0,0,0,1,0,0
1000,2,1,75,1,0,0,0,0,0,0,0,0
1110,4,2,110,0,0,0,1,0,0,0,0,0
950,2,1,67,1,0,0,0,0,0,0,0,0
1100,3,1,80,1,0,0,0,0,0,0,0,0
2000,2,1,85,0,0,0,0,0,0,0,0,0
1500,3,2,80,0,1,0,0,0,0,0,0,0
1080,1,1,65,1,0,0,0,0,0,0,0,0
1090,3,1,105,0,1,0,0,0,0,0,0,0
1600,1,1,75,0,1,0,0,0,0,0,0,0
1700,1,1,80,0,1,0,0,0,0,0,0,0
915,2,1,62,0,1,0,0,0,0,0,0,0
2300,3,2,108,0,0,0,0,0,0,0,0,0
1450,3,2,115,0,0,0,0,0,0,0,0,1
899,2,1,51,0,0,0,0,0,0,0,0,0
1050,2,1,50,0,1,0,0,0,0,0,0,0
1300,4,2,101,0,0,0,0,0,0,0,1,0
1400,4,2,126,1,0,0,0,0,0,0,0,0
1200,2,2,97,0,0,0,0,1,0,0,0,0
1450,2,2,80,0,0,0,0,0,0,0,1,0
2300,3,2,200,0,1,0,0,0,0,0,0,0
2900,4,3,140,0,0,0,0,0,0,0,0,0
1750,2,2,100,1,0,0,0,0,0,0,0,0
950,2,2,70,1,0,0,0,0,0,0,0,0
2700,3,2,146,0,0,0,0,1,0,0,0,0
1650,2,1,115,0,1,0,0,0,0,0,0,0
765,2,1,65,0,0,0,0,0,0,1,0,0
1000,1,1,65,0,0,0,0,0,0,0,0,0
1250,2,2,80,1,0,0,0,0,0,0,0,0
1350,2,2,70,0,1,0,0,0,0,0,0,0
3800,4,3,270,0,0,0,0,0,0,0,0,0
990,4,2,86,0,0,0,0,0,0,0,1,0
3500,3,2,205,0,0,0,0,0,0,0,0,0
2400,5,3,189,0,0,0,0,0,0,0,0,0
3500,5,4,274,0,0,0,0,0,0,0,0,0
495,1,1,22,1,0,0,0,0,0,0,0,0
1100,3,1,65,0,0,0,1,0,0,0,0,0
1250,1,1,65,1,0,0,0,0,0,0,0,0
1700,4,2,142,0,0,1,0,0,0,0,0,0
750,1,2,50,1,0,0,0,0,0,0,0,0
790,3,1,70,0,0,0,0,0,0,0,0,1
1050,3,1,70,0,0,0,0,1,0,0,0,0
1200,1,1,66,0,1,0,0,0,0,0,0,0
750,1,1,30,0,0,1,0,0,0,0,0,0
900,3,1,75,0,0,0,0,0,0,0,0,1
1150,3,1,88,0,0,0,0,0,0,0,1,0
3500,2,3,140,0,0,0,0,0,0,0,0,0
856,1,1,45,0,0,0,0,0,0,0,0,0
3200,3,4,225,0,0,0,0,0,0,0,0,0
1300,1,1,45,0,0,0,0,0,0,0,0,0
1750,2,2,115,1,0,0,0,0,0,0,0,0
1300,3,2,140,1,0,0,0,0,0,0,0,0
1000,4,1,90,0,0,1,0,0,0,0,0,0
2600,3,2,106,0,1,0,0,0,0,0,0,0
3100,4,2,105,1,0,0,0,0,0,0,0,0
1200,4,1,86,0,0,1,0,0,0,0,0,0
1100,1,1,40,0,1,0,0,0,0,0,0,0
1000,3,1,78,0,0,0,0,0,0,0,0,1
1295,3,1,100,0,0,0,0,0,0,0,0,1
1100,2,1,70,0,0,1,0,0,0,0,0,0
895,3,1,57,0,0,0,0,0,0,0,0,0
1190,2,1,65,0,0,0,0,1,0,0,0,0
1695,2,2,85,0,0,0,0,0,0,0,1,0
750,3,1,80,0,0,0,1,0,0,0,0,0
1150,2,1,79,0,1,0,0,0,0,0,0,0
900,3,1,85,1,0,0,0,0,0,0,0,0
2075,3,2,154,0,0,1,0,0,0,0,0,0
1225,2,1,74,1,0,0,0,0,0,0,0,0
1900,3,2,100,0,1,0,0,0,0,0,0,0
1650,3,2,112,0,0,0,0,0,0,0,0,0
900,1,1,50,0,0,0,0,0,0,0,0,0
2200,3,2,85,1,0,0,0,0,0,0,0,0
1200,1,2,95,0,0,1,0,0,0,0,0,0
1465,5,3,141,1,0,0,0,0,0,0,0,0
1400,2,1,70,0,1,0,0,0,0,0,0,0
1500,5,3,152,0,0,0,0,0,0,0,0,0
1475,2,1,74,0,0,0,0,0,0,0,1,0
720,2,1,63,0,1,0,0,0,0,0,0,0
650,2,1,37,0,0,1,0,0,0,0,0,0
2650,5,3,153,0,0,0,0,0,0,0,0,0
1100,3,1,86,1,0,0,0,0,0,0,0,0
1300,3,2,116,0,1,0,0,0,0,0,0,0
1450,3,2,100,1,0,0,0,0,0,0,0,0
3000,3,2,140,1,0,0,0,0,0,0,0,0
2200,2,2,70,0,0,0,0,0,0,0,1,0
1150,1,1,82,0,1,0,0,0,0,0,0,0
950,2,1,70,0,1,0,0,0,0,0,0,0
990,3,1,81,1,0,0,0,0,0,0,0,0
3500,6,3,282,1,0,0,0,0,0,0,0,0
977,3,1,67,1,0,0,0,0,0,0,0,0
1500,3,2,100,0,0,0,0,0,0,0,1,0
720,2,1,60,0,0,0,0,0,0,0,1,0
800,2,1,55,0,1,0,0,0,0,0,0,0
8500,4,2,140,0,0,0,0,0,0,0,0,0
790,1,1,53,0,0,1,0,0,0,0,0,0
1600,2,2,80,0,1,0,0,0,0,0,0,0
900,1,1,60,1,0,0,0,0,0,0,0,0
1100,2,2,78,0,0,0,0,0,0,0,1,0
1100,1,1,43,0,1,0,0,0,0,0,0,0
900,2,1,65,1,0,0,0,0,0,0,0,0
1700,3,2,129,0,0,0,0,0,0,0,0,0
1990,5,1,180,1,0,0,0,0,0,0,0,0
1700,3,2,110,0,1,0,0,0,0,0,0,0
1050,2,1,80,1,0,0,0,0,0,0,0,0
980,3,2,95,1,0,0,0,0,0,0,0,0
1103,3,2,78,0,0,0,0,1,0,0,0,0
1300,3,2,95,1,0,0,0,0,0,0,0,0
1300,2,1,70,0,1,0,0,0,0,0,0,0
2300,2,2,82,0,0,0,0,0,0,0,1,0
1200,4,2,120,0,0,0,0,0,0,0,1,0
840,2,1,60,0,1,0,0,0,0,0,0,0
1650,3,2,120,0,0,0,0,0,0,0,0,0
3000,1,1,45,0,1,0,0,0,0,0,0,0
1400,2,2,85,1,0,0,0,0,0,0,0,0
800,1,1,50,0,0,0,0,0,0,0,0,1
965,1,1,55,0,1,0,0,0,0,0,0,0
800,1,1,46,0,0,0,0,0,0,0,0,0
3000,3,2,123,0,0,0,0,0,0,0,0,0
1250,2,1,63,1,0,0,0,0,0,0,0,0
845,2,1,55,1,0,0,0,0,0,0,0,0
1200,3,2,80,0,0,0,0,0,0,0,1,0
650,1,1,30,0,0,0,0,0,0,0,1,0
1200,3,1,60,1,0,0,0,0,0,0,0,0
1395,1,1,52,0,0,0,0,0,0,0,0,0
2030,4,2,134,0,0,0,0,0,0,0,0,0
1800,3,2,130,1,0,0,0,0,0,0,0,0
915,4,1,77,1,0,0,0,0,0,0,0,0
1080,2,1,68,0,0,1,0,0,0,0,0,0
2200,4,3,120,0,0,0,0,0,0,0,0,0
800,1,1,45,0,0,0,0,0,0,0,0,1
1670,3,2,133,1,0,0,0,0,0,0,0,0
850,1,1,40,1,0,0,0,0,0,0,0,0
2500,4,3,110,0,0,0,0,0,0,0,1,0
2200,3,3,208,0,0,0,0,0,0,0,0,0
850,1,1,50,1,0,0,0,0,0,0,0,0
650,1,1,45,1,0,0,0,0,0,0,0,0
930,2,1,55,0,0,0,0,0,0,0,0,1
880,3,1,57,0,0,0,0,1,0,0,0,0
850,2,1,65,0,0,0,0,0,0,0,0,1
2300,5,2,190,0,0,0,0,0,0,0,0,0
1200,2,1,80,0,1,0,0,0,0,0,0,0
2500,5,4,230,0,0,0,1,0,0,0,0,0
700,1,1,40,0,1,0,0,0,0,0,0,0
1100,3,1,80,0,0,1,0,0,0,0,0,0
1200,4,2,90,1,0,0,0,0,0,0,0,0
1700,3,1,81,1,0,0,0,0,0,0,0,0
710,1,1,68,0,0,0,0,0,0,0,1,0
1350,2,2,75,0,0,0,0,0,0,0,1,0
1800,2,1,65,0,0,1,0,0,0,0,0,0
1900,2,2,110,0,1,0,0,0,0,0,0,0
890,1,1,40,0,1,0,0,0,0,0,0,0
850,1,1,36,0,1,0,0,0,0,0,0,0
1000,3,1,90,0,0,0,0,0,0,0,0,0
1500,3,2,90,0,0,0,0,0,0,0,1,0
1850,2,2,100,1,0,0,0,0,0,0,0,0
1400,2,2,85,0,1,0,0,0,0,0,0,0
950,2,1,65,0,0,0,0,0,0,0,0,1
1095,2,1,75,1,0,0,0,0,0,0,0,0
750,4,1,63,0,1,0,0,0,0,0,0,0
9000,4,3,176,0,0,0,0,0,0,0,1,0
800,3,1,74,0,0,0,0,0,0,1,0,0
975,1,1,58,0,0,0,0,0,0,0,0,0
1400,2,2,85,1,0,0,0,0,0,0,0,0
2300,4,3,225,0,0,1,0,0,0,0,0,0
990,3,1,80,1,0,0,0,0,0,0,0,0
990,2,1,75,0,1,0,0,0,0,0,0,0
900,3,1,66,1,0,0,0,0,0,0,0,0
640,1,1,27,0,0,0,0,1,0,0,0,0
925,2,1,65,0,1,0,0,0,0,0,0,0
1350,3,2,94,0,0,0,0,0,0,0,0,0
1800,3,2,110,0,0,0,0,0,0,0,1,0
1020,2,2,45,0,0,0,0,0,0,0,0,1
700,2,1,70,1,0,0,0,0,0,0,0,0
975,2,1,69,1,0,0,0,0,0,0,0,0
1150,2,2,95,1,0,0,0,0,0,0,0,0
600,1,1,75,0,1,0,0,0,0,0,0,0
2000,4,3,165,1,0,0,0,0,0,0,0,0
1100,2,2,59,1,0,0,0,0,0,0,0,0
890,1,1,65,0,1,0,0,0,0,0,0,0
1000,3,2,108,0,0,0,0,0,0,0,0,0
800,2,1,62,0,0,0,0,0,0,0,0,1
1200,2,1,65,0,1,0,0,0,0,0,0,0
1700,3,2,175,0,0,0,1,0,0,0,0,0
1080,2,1,56,0,1,0,0,0,0,0,0,0
2950,6,3,230,0,0,0,0,0,0,0,0,0
990,2,1,62,0,0,0,0,0,0,0,1,0
1100,1,1,77,0,1,0,0,0,0,0,0,0
1500,2,1,65,1,0,0,0,0,0,0,0,0
1200,1,1,60,0,1,0,0,0,0,0,0,0
600,1,1,35,0,1,0,0,0,0,0,0,0
850,1,1,73,1,0,0,0,0,0,0,0,0
950,1,1,30,0,1,0,0,0,0,0,0,0
1600,4,1,95,0,0,0,0,0,0,0,0,1
1500,4,2,120,0,0,0,0,1,0,0,0,0
890,3,1,72,0,0,0,0,0,0,0,1,0
980,2,1,85,0,0,0,0,0,0,0,0,1
1525,4,2,135,0,0,0,0,1,0,0,0,0
1450,2,3,76,0,0,0,0,0,0,0,0,0
1300,3,2,116,0,1,0,0,0,0,0,0,0
1500,2,1,85,0,0,0,0,0,0,0,1,0
4500,4,3,220,1,0,0,0,0,0,0,0,0
1400,3,2,110,0,0,0,0,0,0,0,0,1
950,2,1,50,0,1,0,0,0,0,0,0,0
950,2,1,60,0,0,1,0,0,0,0,0,0
1450,3,2,92,0,0,0,0,0,0,0,0,1
990,3,2,82,0,0,1,0,0,0,0,0,0
1000,3,2,78,0,0,0,0,1,0,0,0,0
3750,5,3,220,0,0,0,0,0,0,0,0,0
1350,3,2,110,1,0,0,0,0,0,0,0,0
3900,3,2,135,0,0,0,0,0,0,0,1,0
1450,4,2,110,0,0,0,0,0,0,0,0,1
1800,2,2,75,0,0,0,0,0,0,0,0,0
900,1,1,76,0,0,0,0,0,0,0,0,0
870,1,1,60,1,0,0,0,0,0,0,0,0
900,4,2,129,0,0,0,1,0,0,0,0,0
850,3,1,58,0,0,0,1,0,0,0,0,0
1150,1,1,46,0,1,0,0,0,0,0,0,0
1450,3,2,92,0,0,0,0,0,0,0,0,1
1500,2,1,70,0,0,0,0,0,0,0,1,0
1150,3,1,120,0,1,0,0,0,0,0,0,0
3972,5,4,274,0,0,0,0,0,0,0,0,0
850,3,1,80,0,0,0,0,0,1,0,0,0
1290,3,1,69,1,0,0,0,0,0,0,0,0
775,3,1,75,0,0,0,0,0,0,0,0,1
950,3,1,65,0,0,0,1,0,0,0,0,0
1400,2,2,85,0,1,0,0,0,0,0,0,0
1300,3,2,78,1,0,0,0,0,0,0,0,0
1600,2,2,72,0,1,0,0,0,0,0,0,0
980,2,1,55,0,0,0,0,0,0,0,0,1
1600,2,1,88,1,0,0,0,0,0,0,0,0
1090,4,1,79,0,1,0,0,0,0,0,0,0
2300,6,2,170,1,0,0,0,0,0,0,0,0
1150,1,1,60,1,0,0,0,0,0,0,0,0
1500,4,2,126,0,1,0,0,0,0,0,0,0
1600,3,3,150,0,0,0,0,0,0,0,0,0
1350,3,1,71,0,0,1,0,0,0,0,0,0
2600,4,3,220,0,0,0,0,0,0,0,0,0
2300,3,2,171,1,0,0,0,0,0,0,0,0
730,3,1,75,0,0,0,0,0,1,0,0,0
1500,2,1,50,0,1,0,0,0,0,0,0,0
1100,3,2,68,0,0,1,0,0,0,0,0,0
4800,3,3,220,1,0,0,0,0,0,0,0,0
1290,3,1,78,1,0,0,0,0,0,0,0,0
1800,2,2,81,1,0,0,0,0,0,0,0,0
2000,3,2,150,1,0,0,0,0,0,0,0,0
1850,3,3,166,0,0,0,0,1,0,0,0,0
1500,3,2,90,0,1,0,0,0,0,0,0,0
1300,2,1,76,1,0,0,0,0,0,0,0,0
1800,3,1,95,1,0,0,0,0,0,0,0,0
1800,2,1,42,1,0,0,0,0,0,0,0,0
1457,4,2,121,1,0,0,0,0,0,0,0,0
860,2,1,51,0,0,0,1,0,0,0,0,0
1200,2,1,60,0,1,0,0,0,0,0,0,0
1390,3,3,95,0,0,0,0,0,0,0,0,0
720,1,1,45,0,1,0,0,0,0,0,0,0
915,2,1,45,1,0,0,0,0,0,0,0,0
1360,2,2,120,0,0,0,1,0,0,0,0,0
650,1,1,45,0,1,0,0,0,0,0,0,0
900,2,1,59,0,1,0,0,0,0,0,0,0
850,2,1,70,0,0,0,0,0,0,0,0,1
1800,2,1,70,0,1,0,0,0,0,0,0,0
1706,2,2,120,1,0,0,0,0,0,0,0,0
990,1,1,76,0,1,0,0,0,0,0,0,0
2400,2,3,92,1,0,0,0,0,0,0,0,0
800,3,1,60,1,0,0,0,0,0,0,0,0
1600,4,2,110,1,0,0,0,0,0,0,0,0
2800,5,3,215,0,0,0,0,0,0,0,0,0
2700,4,3,190,0,0,0,0,0,0,0,0,0
1600,3,2,98,0,1,0,0,0,0,0,0,0
1500,2,2,90,0,0,0,0,0,0,0,0,0
1200,2,1,80,0,0,0,0,0,0,0,0,0
880,2,1,50,1,0,0,0,0,0,0,0,0
1100,2,1,88,1,0,0,0,0,0,0,0,0
1590,3,2,95,0,0,0,0,0,0,0,1,0
660,2,1,35,0,0,0,0,0,1,0,0,0
1000,1,1,76,1,0,0,0,0,0,0,0,0
1075,3,1,91,0,0,0,0,0,0,0,0,1
925,3,1,85,1,0,0,0,0,0,0,0,0
1300,3,2,98,1,0,0,0,0,0,0,0,0
4000,4,2,151,0,0,0,0,0,0,0,0,0
750,2,1,55,0,0,0,0,0,0,0,0,1
870,2,1,56,0,0,0,0,0,0,0,0,1
1750,2,2,106,0,1,0,0,0,0,0,0,0
855,1,1,52,1,0,0,0,0,0,0,0,0
1250,2,1,80,0,0,0,0,0,0,0,1,0
2250,3,3,135,1,0,0,0,0,0,0,0,0
850,3,1,60,0,0,0,0,0,0,0,0,1
1700,2,2,100,0,0,0,0,0,0,0,0,0
1600,3,1,80,1,0,0,0,0,0,0,0,0
2750,3,2,120,0,0,0,0,1,0,0,0,0
1095,1,1,63,1,0,0,0,0,0,0,0,0
3800,4,3,220,0,0,0,0,0,0,0,0,0
2750,5,4,275,0,0,0,0,0,0,0,0,0
1000,1,1,50,0,0,0,0,0,0,0,0,0
1350,3,2,95,1,0,0,0,0,0,0,0,0
800,3,1,55,1,0,0,0,0,0,0,0,0
1180,3,1,94,0,1,0,0,0,0,0,0,0
1180,1,1,70,0,1,0,0,0,0,0,0,0
1500,2,2,65,0,0,0,0,0,0,0,0,0
3045,4,2,136,0,0,0,0,0,0,0,1,0
2200,3,3,140,1,0,0,0,0,0,0,0,0
1500,2,1,72,0,0,0,0,0,0,0,1,0
2000,4,2,145,0,1,0,0,0,0,0,0,0
900,1,1,75,0,0,0,0,0,0,0,0,1
2600,4,2,139,0,0,0,0,0,0,0,1,0
2600,3,2,120,1,0,0,0,0,0,0,0,0
810,3,1,67,0,0,0,0,1,0,0,0,0
990,2,1,75,0,1,0,0,0,0,0,0,0
850,1,1,60,0,1,0,0,0,0,0,0,0
1300,2,1,76,0,0,0,0,1,0,0,0,0
15000,11,4,773,0,0,0,0,0,0,0,0,0
1800,2,2,98,0,1,0,0,0,0,0,0,0
690,1,1,49,1,0,0,0,0,0,0,0,0
1300,3,2,90,0,1,0,0,0,0,0,0,0
750,1,1,50,0,1,0,0,0,0,0,0,0
1100,1,1,48,0,0,0,0,0,0,0,0,0
930,3,1,83,0,0,0,0,0,0,0,0,1
2200,3,2,120,1,0,0,0,0,0,0,0,0
600,1,1,35,0,0,0,0,1,0,0,0,0
1400,3,2,104,1,0,0,0,0,0,0,0,0
